schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1,T1.Q2,T1.Q5,T1.Q6,T1.Q7,T1.Q10,T1.Q11,T1.Q12.A1,T1.Q12.A2,T1.Q12.A3,T1.Q12.A4,T1.Q14
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,4c4c28f3-17ca-4ab9-be3a-564a6f877700,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,2019-03-12 19:48:16.416011,2019-03-12 19:52:42.501794,266.085783,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Maybe,Somewhat justified,"Yes, implicitly",No,,,I can't tell,0,0,0,0,4
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,0b3be16c-e294-4f0a-98e3-944c7804df6a,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-16 20:32:18.904846,2019-03-16 20:38:01.016926,342.11208,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Maybe,Completely justified,"Yes, implicitly",No,,,"Yes, explicitly",0,0,0,1,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,93479d79-875b-4e5d-abdd-231603190146,93b5d16a-4388-49d6-9217-d6607167f6c2,2019-03-16 19:56:51.609430,2019-03-16 20:41:22.302573,2670.693143,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Yes,Mostly justified,No,No,,,"Yes, explicitly",0,0,0,1,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,55eae963-34bb-4b69-bbff-f87e6693f8b8,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,2019-03-17 23:06:01.099557,2019-03-17 23:09:57.973170,236.873613,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Yes,Mostly justified,"Yes, explicitly",No,,,"Yes, implicitly",0,0,1,1,7
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,3b7563f9-a7dd-4bd5-8d93-8a6f306b58b6,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-18 23:27:59.048866,2019-03-18 23:35:00.485902,421.437036,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Yes,Mostly justified,"Yes, implicitly",No,,,"Yes, implicitly",0,0,0,1,6
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,e76f92a3-4f9a-43d6-96f4-e6fd07a3b16a,3a6b0929-a821-4616-8599-9b860526d09d,2019-03-19 01:57:50.414022,2019-03-19 02:03:40.054205,349.640183,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Maybe,Mostly justified,"Yes, implicitly",No,,,"Yes, implicitly",0,0,1,0,6
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,813a8373-f41f-4366-ac26-39a416231dda,a2c02f27-95a3-4b31-9f31-bd024c0c0517,2019-03-19 07:51:23.307796,2019-03-19 07:53:19.619099,116.311303,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Mostly justified,No,No,,,"No, not at all",0,0,0,0,5: 50-50
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,7f8cec3a-8731-4652-af90-c0101d7efdb1,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-19 11:12:08.058720,2019-03-19 11:18:24.246639,376.187919,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q12, T1.Q14",Maybe,Mostly justified,"Yes, implicitly","Yes, one number","Number given, no comparison number given",Explicitly,"Yes, explicitly",0,0,0,1,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,39d65adf-bdc9-4749-a35b-53a57aac819e,7b50486e-3d5e-474f-a40a-09c738f19bda,2019-03-19 12:26:38.807716,2019-03-19 12:28:53.779847,134.972131,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Yes,Somewhat justified,"Yes, explicitly",No,,,"Yes, implicitly",0,1,0,1,6
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,de51339b-8961-46d5-92cd-e3a258071186,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-19 19:16:32.988675,2019-03-19 19:19:27.874644,174.885969,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Maybe,Somewhat justified,No,No,,,"No, not at all",0,0,0,0,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,7354c693-185b-4cf7-8fff-3f9053751e17,d970aaa4-3cde-4e75-937b-ea73fb0ca0f1,2019-03-19 20:32:46.865077,2019-03-19 20:49:41.183136,1014.318059,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",No,Somewhat justified,No,No,,,I can't tell,0,0,0,0,7
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,49af7261-174a-4ade-a2e1-8208050e50bf,https://pe.goodlylabs.org/project/Sp19probability_1/task/1702,12,30,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,5c74b8b7-0b8b-4431-9203-9f93d6b825f8,7ae543c3-9854-4453-962d-01eb3b9805a5,2019-03-19 22:12:30.023118,2019-03-19 22:15:03.441091,153.417973,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Somewhat justified,No,No,,,"No, not at all",0,0,0,0,5: 50-50
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2865558d-1d6c-48af-8f25-35371e8c8301,https://pe.goodlylabs.org/project/Sp19probability_1/task/1706,3,30,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,7badb8a1-032e-435b-9d5a-7d5cf0bb144c,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-16 20:40:27.124917,2019-03-16 20:50:24.549242,597.424325,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Slightly justified,No,No,,,"No, not at all",0,0,0,0,7
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2865558d-1d6c-48af-8f25-35371e8c8301,https://pe.goodlylabs.org/project/Sp19probability_1/task/1706,3,30,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,ef7eec07-412a-4a57-92ce-ec0ecded6176,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-19 11:23:00.011892,2019-03-19 11:36:34.206772,814.19488,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Maybe,Somewhat justified,"Yes, implicitly",No,,,I can't tell,0,0,0,0,6
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2865558d-1d6c-48af-8f25-35371e8c8301,https://pe.goodlylabs.org/project/Sp19probability_1/task/1706,3,30,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0d55fe05-fb97-4acf-a365-020dafe16653,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-19 19:20:46.666357,2019-03-19 19:21:45.959621,59.293264,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Maybe,Mostly justified,No,No,,,I can't tell,0,0,0,0,5: 50-50
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,https://pe.goodlylabs.org/project/Sp19probability_1/task/1707,2,30,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,50b62f78-3172-4ce4-b474-f3ee8ee46067,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-16 20:56:06.815151,2019-03-16 21:03:01.792612,414.977461,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q14",Maybe,Somewhat justified,No,"Yes, multiple numbers",Baseline number given,Explicitly,"No, not at all",0,0,0,0,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,https://pe.goodlylabs.org/project/Sp19probability_1/task/1707,2,30,SSSPETest2,1739,1739SSSArticle.txt,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,e3db7830-08e5-44a6-9043-c42267bb75a9,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-19 11:27:46.637713,2019-03-19 11:40:11.288602,744.650889,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q12, T1.Q14",Yes,Mostly justified,"Yes, explicitly","Yes, one number",Similar comparison number given for context (e.g. for previous year or nearby place),No,"Yes, implicitly",0,0,1,0,7
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,b52a3dd9-d88f-4fe9-b7f7-e7470be1d987,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,2019-03-12 19:37:34.194176,2019-03-12 19:40:10.928918,156.734742,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Maybe,Not at all justified,"Yes, implicitly",No,,,"No, not at all",0,0,0,0,6
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,c11897ee-03e6-4ad2-8707-941bcccde62c,93b5d16a-4388-49d6-9217-d6607167f6c2,2019-03-16 19:33:19.400272,2019-03-16 19:37:53.455407,274.055135,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Mostly justified,"Yes, implicitly",No,,,I can't tell,0,0,0,0,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,6e279bcf-c542-4cbe-b75a-61c521467edc,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-16 17:36:15.158330,2019-03-16 20:16:40.885094,9625.726764,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",No,Mostly justified,"Yes, implicitly",No,,,"No, not at all",0,0,0,0,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,f64cfe8e-ad25-4ac4-a869-af60ca0bf059,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,2019-03-17 20:42:49.502575,2019-03-17 21:21:01.990685,2292.48811,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Yes,Mostly justified,"Yes, implicitly",No,,,"Yes, implicitly",0,0,1,1,7
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,e9f4896e-ef86-4734-b81f-02286dd6c10a,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-18 23:04:20.481749,2019-03-18 23:07:54.931314,214.449565,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Mostly justified,No,No,,,"No, not at all",0,0,0,0,7
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,434252dc-4469-442b-bb0a-8905c5997aae,3a6b0929-a821-4616-8599-9b860526d09d,2019-03-19 01:17:01.062819,2019-03-19 01:36:56.994662,1195.931843,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Maybe,Mostly justified,"Yes, implicitly",No,,,I can't tell,0,0,0,0,5: 50-50
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,c64e254b-8bbf-4d3e-a6cb-9d6e57e16ed7,d970aaa4-3cde-4e75-937b-ea73fb0ca0f1,2019-03-19 06:05:16.089693,2019-03-19 06:54:47.192356,2971.102663,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Mostly justified,No,No,,,I can't tell,0,0,0,0,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,cc63ef27-5940-4eb9-875f-eb1af4b8ace1,a2c02f27-95a3-4b31-9f31-bd024c0c0517,2019-03-19 07:15:16.661367,2019-03-19 07:21:03.644302,346.982935,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Maybe,Mostly justified,"Yes, explicitly",No,,,"No, not at all",0,0,0,0,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,62a2eaee-c4e7-4cdc-ba83-3c508dde56c5,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-19 10:48:11.638638,2019-03-19 10:49:27.072478,75.43384,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q7, T1.Q10, T1.Q11, T1.Q14",Maybe,Mostly justified,"Yes, explicitly","Yes, one number","Number given, no comparison number given",Explicitly,"No, not at all",0,0,0,0,8
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,1eec3e5a-6e2b-4820-9360-0f50db180f21,7b50486e-3d5e-474f-a40a-09c738f19bda,2019-03-19 12:21:03.609212,2019-03-19 12:22:40.459351,96.850139,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",No,Somewhat justified,"Yes, explicitly",No,,,I can't tell,0,0,0,0,7
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,07e33e88-8e07-40d2-b3ce-81a680cc92f9,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-19 19:11:28.345286,2019-03-19 19:12:51.955697,83.610411,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Mostly justified,No,No,,,I can't tell,0,0,0,0,5: 50-50
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,https://pe.goodlylabs.org/project/Sp19probability_1/task/1695,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,a7bde219-26e8-4f65-a759-59bc281042dd,7ae543c3-9854-4453-962d-01eb3b9805a5,2019-03-19 22:01:16.621563,2019-03-19 22:06:59.597872,342.976309,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Mostly justified,"Yes, implicitly",No,,,"No, not at all",0,0,0,0,5: 50-50
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,bdc4220c-ae4b-4678-a463-b05dca7b77d2,https://pe.goodlylabs.org/project/Sp19probability_1/task/1703,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,47ab263c-5504-4008-a3a8-e5a0e014d05f,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,2019-03-12 19:51:43.160863,2019-03-12 19:53:25.046474,101.885611,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q14",Yes,Slightly justified,"Yes, implicitly",No,,,I can't tell,0,0,0,0,4
ProbabilitySpecialist_2019_03_10,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,bdc4220c-ae4b-4678-a463-b05dca7b77d2,https://pe.goodlylabs.org/project/Sp19probability_1/task/1703,12,30,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,1fe32962-164f-4481-bc56-21df8a87e7ae,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-16 20:33:13.025227,2019-03-16 20:39:28.688877,375.66365,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q14",Yes,Somewhat justified,"Yes, explicitly",No,,,"Yes, implicitly",0,0,1,0,7
