schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2.A1,T1.Q2.A2,T1.Q2.A3,T1.Q2.A4,T1.Q2.A5,T1.Q2.A6,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q3.A7,T1.Q4,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q6.A9,T1.Q6.A10,T1.Q7,T1.Q8,T1.Q9,T1.Q10
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,58213c8c-be55-477d-bf7a-a76ad2532513,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-11-14 19:44:23.351153,2019-11-14 19:50:08.723694,345.372541,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,7
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,9a42ac8a-1897-4a3b-aea5-ba58648d995c,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 22:45:05.475705,2019-11-13 23:18:43.656428,2018.180723,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,7,4
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,346e884f-2ad0-4a48-a86a-2524cd840a88,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-11-13 22:15:13.837208,2019-11-13 22:23:07.600356,473.763148,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,6,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,1ef11ef2-4e33-42be-91b2-ec9250fc8c00,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.525040,2019-11-13 22:18:17.894846,91.369806,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,5,3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,ccf6b83e-7ee3-418f-8082-a83e38428abd,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.295809,2019-11-13 21:38:54.226314,79.930505,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,3,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,4b44831d-05cb-4790-9e15-81e396899112,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-11-14 19:44:23.718115,2019-11-14 19:51:55.199331,451.481216,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,6,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,777f88e6-0f37-4d7d-811c-a83137be9e32,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 22:45:05.718862,2019-11-13 23:22:54.460851,2268.741989,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,7,4
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,72efef7e-1804-42d5-b1e9-87d7d88a3a32,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-11-13 22:15:13.991107,2019-11-13 22:38:42.472525,1408.481418,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,6,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,f57efa08-3613-4118-89cb-0c23b5b6ca34,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.655055,2019-11-13 22:20:17.214057,210.559002,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,9,2
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,bb533622-e445-40c5-8848-7310cd999719,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.559996,2019-11-13 21:40:16.621784,162.061788,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,4,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,9cb710b9-57c4-4dd3-99d8-0cd102ba8db7,6a76c935-dac8-40f8-88b1-97cf893331ad,2019-11-14 19:50:09.074638,2019-11-14 19:52:51.900285,162.825647,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,3,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,579f788c-3401-4abe-9abb-45f91a8c5643,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 23:18:44.147723,2019-11-13 23:23:53.912201,309.764478,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,b60e210c-f788-4d90-9043-20c779cdfd2d,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-11-13 22:23:07.952249,2019-11-13 22:40:05.776145,1017.823896,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,6,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,778023e5-e5f8-4652-afc9-bb1dbc3582b8,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:18:18.120513,2019-11-13 22:20:46.556439,148.435926,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,3,7
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,5,3,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,fdcfafb1-a8e5-41cb-bcfe-8bac110007c9,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:38:54.496513,2019-11-13 21:41:14.426214,139.929701,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,7
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,e3a609e0-3aba-4eb2-9438-365a750d6a93,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2476,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,75224983-95b2-4c12-9cce-b42cb62dbde9,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:23:54.350512,2019-11-15 01:42:50.169539,1135.819027,"T1.Q1, T1.Q3, T1.Q7, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Very,,5: Middling difficulty,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,e3a609e0-3aba-4eb2-9438-365a750d6a93,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2476,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,2f5485e8-955d-4317-abac-407a98e87c83,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-15 00:07:46.607285,2019-11-15 00:08:53.907769,67.300484,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,e3a609e0-3aba-4eb2-9438-365a750d6a93,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2476,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,9ae6ed88-fc8e-4b29-a916-2d05a3ba2437,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:44:45.579003,2019-11-14 22:46:02.422613,76.84361,"T1.Q1, T1.Q2, T1.Q7, T1.Q9, T1.Q10",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Very,,4,7
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,40e0026d-15d3-4ba8-a9e5-f9062a67952a,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2477,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,5b12d22b-9240-4ab5-a5c9-ac23697e251e,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:23:54.680283,2019-11-15 01:43:33.933007,1179.252724,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,40e0026d-15d3-4ba8-a9e5-f9062a67952a,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2477,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,c33060c6-fb2e-4ef2-8daf-6b6a882b330d,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-15 00:07:46.704702,2019-11-15 00:09:26.574302,99.8696,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,40e0026d-15d3-4ba8-a9e5-f9062a67952a,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2477,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,9c36e63b-4373-4619-a803-c10a53a86ced,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:44:45.712568,2019-11-14 22:47:22.268842,156.556274,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,Somewhat,"students care what their parents think, appealing to authority",5: Middling difficulty,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,977c2de2-a710-43f5-876b-7fd7c33c398f,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2478,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0db1ab80-8336-4ec5-a295-a95d82ec7bf3,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:42:50.491879,2019-11-15 01:46:00.960399,190.46852,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,977c2de2-a710-43f5-876b-7fd7c33c398f,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2478,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,7baaee5b-5961-4219-ae71-4f057d3c043d,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-15 00:08:54.098520,2019-11-15 00:10:01.136289,67.037769,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,977c2de2-a710-43f5-876b-7fd7c33c398f,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2478,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,3ff69ab9-6011-487d-beb9-3269bcbf3de2,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:46:02.702771,2019-11-14 22:47:44.627594,101.924823,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,79cba18d-9fba-4492-9986-fc65f566ad5c,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2479,3,3,NYU_Articles/Day2/EricTrumpIsHostingA.txt,100037,EricTrumpIsHostingA.txt,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,0fa9c535-3480-4129-b1ad-12563f040c80,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:43:34.200683,2019-11-15 01:46:54.624543,200.42386,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,79cba18d-9fba-4492-9986-fc65f566ad5c,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2479,3,3,NYU_Articles/Day2/EricTrumpIsHostingA.txt,100037,EricTrumpIsHostingA.txt,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,37a571e8-aa99-48f7-8e49-6578033026d7,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-15 00:09:26.770977,2019-11-15 00:10:18.887521,52.116544,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,79cba18d-9fba-4492-9986-fc65f566ad5c,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2479,3,3,NYU_Articles/Day2/EricTrumpIsHostingA.txt,100037,EricTrumpIsHostingA.txt,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,c89b7889-ba61-49e1-b104-65aa60ef10b0,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:47:22.554559,2019-11-14 22:48:22.010029,59.45547,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ae749cb2-0ccb-4efb-895c-2da67224449d,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2480,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,00d54ccf-1df4-45da-b341-5a9939707d54,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:46:01.266024,2019-11-15 01:47:36.452580,95.186556,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,3,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ae749cb2-0ccb-4efb-895c-2da67224449d,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2480,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,09cb0bd9-2a69-44b6-b41a-c95679cb256b,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-15 00:10:01.329606,2019-11-15 00:11:26.323899,84.994293,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ae749cb2-0ccb-4efb-895c-2da67224449d,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2480,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,99b17872-ef96-4b78-babe-973cd21caa25,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:47:44.860501,2019-11-14 22:49:42.076353,117.215852,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,58be75d1-f6d2-4319-b654-c947a387cf5b,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2481,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,6df1796b-7641-4eec-922d-cc7a67ce2d28,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:46:54.866656,2019-11-15 01:48:36.427457,101.560801,"T1.Q1, T1.Q6, T1.Q7, T1.Q9, T1.Q10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,Somewhat,,4,7
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,58be75d1-f6d2-4319-b654-c947a387cf5b,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2481,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,db148c31-c928-4330-a471-5ff29f6e0bf0,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-15 00:10:19.096620,2019-11-15 00:12:07.909953,108.813333,"T1.Q1, T1.Q6, T1.Q7, T1.Q9, T1.Q10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,Somewhat,,2,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,58be75d1-f6d2-4319-b654-c947a387cf5b,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2481,3,3,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,b3275ae0-819d-4c62-b13b-ec92fc56d043,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-11-14 22:48:22.216475,2019-11-14 22:50:14.930374,112.713899,"T1.Q1, T1.Q9, T1.Q10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,8
