,Unnamed: 0,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0.1,article_num,article_sha256,quiz_task_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema,arg_match_score,source_match_score,arg_offsets,arg_case_number,src_offsets,src_case_number,arg_T1.Q1,arg_T1.Q2,arg_T1.Q3,points
28,28,Evidence,13.0,,ordinal,2.0,-0.5,Open to evidence,63.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,0b99412a-f09e-4153-9a36-74674e987a79,Evidence Specialist,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,775e9d4e-9180-433a-9d01-332cf58222b4,ordinal,2.0,0.5745058339396523,0.5745058339396523,[],,,0.5745058339396523,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Likely,True,-0.2872529169698261,Evidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2872529169698261
29,29,Evidence,13.0,,ordinal,4.0,-2.0,Open to evidence,18.0,1721.0,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,025a8515-ff9b-4ce9-b56a-ab8bdf2ca8c1,Evidence Specialist,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,6bb0b3e9-33c3-4752-9cfc-1182ab78fd05,ordinal,4.0,0.6602688714809197,0.6602688714809197,[],,,0.6602688714809197,16.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,True,-1.3205377429618397,Evidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3205377429618397
30,30,Evidence,13.0,,ordinal,4.0,-2.0,Open to evidence,177.0,1721.0,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,d2de0341-c711-40d0-9790-176e94e84c67,Evidence Specialist,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,6bb0b3e9-33c3-4752-9cfc-1182ab78fd05,ordinal,4.0,0.6806796871488889,0.6806796871488889,[],,,0.6806796871488889,15.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,True,-1.361359374297778,Evidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.361359374297778
31,31,Evidence,13.0,,ordinal,4.0,-2.0,Open to evidence,87.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,5257406f-8cb8-42b8-b4dd-799e0a22931f,Evidence Specialist,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,6bb0b3e9-33c3-4752-9cfc-1182ab78fd05,ordinal,4.0,0.7618930197763871,0.7618930197763871,[],,,0.7618930197763871,13.0,5.0,,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,True,-1.5237860395527745,Evidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5237860395527745
32,Quality of evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,Probability,2.0,,ordinal,1.0,0.0,Inappropriate confidence,59.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,6fbb26fe-b954-46df-998e-d104237a4007,ordinal,1.0,0.9543918083934404,0.9543918083934404,[],,,0.9543918083934404,13.0,5.0,,To what extent does the confidence seem justified?,Completely justified,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,136.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2.0,0.8082213927893762,0.8082213927893762,[],,,0.8082213927893762,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.4041106963946881,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4041106963946881
2,2,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,91.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,a518dca8-66c5-4b51-85a5-bdcc4f9da03a,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2.0,0.7882545281188738,0.7882545281188738,[],,,0.7882545281188738,11.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.3941272640594369,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3941272640594369
3,3,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,129.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2.0,0.6866879778291937,0.6866879778291937,[],,,0.6866879778291937,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.34334398891459683,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34334398891459683
4,4,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,84.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,a0676049-64a3-4b96-8a7d-a41eaaee3723,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2.0,0.6813488190905544,0.6813488190905544,[],,,0.6813488190905544,13.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.3406744095452772,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3406744095452772
5,5,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,41.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,49af7261-174a-4ade-a2e1-8208050e50bf,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2.0,0.8269227161988467,0.8269227161988467,[],,,0.8269227161988467,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.41346135809942336,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.41346135809942336
6,6,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,75.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2.0,0.5859463646430214,0.5859463646430214,[],,,0.5859463646430214,13.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.2929731823215107,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2929731823215107
7,7,Probability,2.0,,ordinal,2.0,-0.5,Inappropriate confidence,68.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2.0,0.7240816441744341,0.7240816441744341,[],,,0.7240816441744341,12.0,5.0,,To what extent does the confidence seem justified?,Mostly justified,True,-0.36204082208721705,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36204082208721705
8,8,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,122.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,bdc4220c-ae4b-4678-a463-b05dca7b77d2,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3.0,0.8088286353081535,0.8088286353081535,[],,,0.8088286353081535,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.8088286353081535,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8088286353081535
9,9,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,152.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,d3c4ef19-4147-4d5e-9a2e-b9077308c818,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3.0,0.6937809990113853,0.6937809990113853,[],,,0.6937809990113853,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.6937809990113853,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6937809990113853
10,10,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,145.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3.0,0.7327594771631538,0.7327594771631538,[],,,0.7327594771631538,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.7327594771631538,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7327594771631538
11,11,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,10.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3.0,0.6774443898168746,0.6774443898168746,[],,,0.6774443898168746,12.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.6774443898168746,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6774443898168746
12,12,Probability,5.0,,ordinal,2.0,-1.0,False precision,137.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,d0f68b50-fde6-4e33-bd5a-a2afe2836c97,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2.0,0.707518749639422,0.707518749639422,L,L,L,0.353759374819711,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.353759374819711,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.353759374819711
13,13,Probability,5.0,,ordinal,2.0,-1.0,False precision,92.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,a518dca8-66c5-4b51-85a5-bdcc4f9da03a,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2.0,0.6166240708746678,0.6166240708746678,L,L,L,0.3083120354373339,11.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3083120354373339,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3083120354373339
14,14,Probability,5.0,,ordinal,2.0,-1.0,False precision,153.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,d3c4ef19-4147-4d5e-9a2e-b9077308c818,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2.0,0.6451619113216152,0.6451619113216152,L,L,L,0.3225809556608076,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3225809556608076,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3225809556608076
15,15,Probability,5.0,,ordinal,2.0,-1.0,False precision,42.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,49af7261-174a-4ade-a2e1-8208050e50bf,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2.0,0.6451619113216152,0.6451619113216152,"[1314, 1315, 1316, 1317, 1318, 1540, 1541, 1542, 1888, 1889, 1890, 1891, 1892, 1893, 1894, 1895]",0.4261588081274299,0.4261588081274299,0.5356603597245225,12.0,3.0,could//may//believes,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.5356603597245225,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5356603597245225
16,16,Probability,5.0,,ordinal,2.0,-1.0,False precision,76.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2.0,0.7042530310666268,0.7042530310666268,L,L,L,0.3521265155333134,13.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,-0.3521265155333134,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3521265155333134
17,17,Probability,5.0,,ordinal,3.0,0.0,False precision,123.0,1728.0,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,bdc4220c-ae4b-4678-a463-b05dca7b77d2,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3.0,0.9773466659180378,0.9773466659180378,L,L,L,0.4886733329590189,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,Probability,5.0,,ordinal,3.0,0.0,False precision,130.0,1731.0,bad910fd0ffb399b223269afb4f75029d6e91fb55362ccaad4f28685ff1dc61e,c02cfc14-2993-4bbc-a1a1-4693f0ea0abe,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3.0,0.6879896910350257,0.6879896910350257,"[569, 570, 571, 572, 573, 574, 575, 576, 577, 578]",0.7313418579443755,0.7313418579443755,0.7096657744897006,12.0,3.0,apparently,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,Probability,5.0,,ordinal,3.0,0.0,False precision,27.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3.0,0.9871114450218768,0.9871114450218768,[],,,0.9871114450218768,3.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,Probability,5.0,,ordinal,3.0,0.0,False precision,60.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3.0,1.0,1.0,[],,,1.0,13.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,Probability,5.0,,ordinal,3.0,0.0,False precision,11.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3.0,0.5992703995259135,0.5992703995259135,L,L,L,0.2996351997629568,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,Probability,5.0,,ordinal,3.0,0.0,False precision,146.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3.0,0.6141379951385052,0.6141379951385052,[],,,0.6141379951385052,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,Probability,5.0,,ordinal,3.0,0.0,False precision,69.0,1739.0,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3.0,0.6207404754010502,0.6207404754010502,L,L,L,0.3103702377005251,12.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,0.0,Probability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,58.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8614287c-a0ac-4122-8f05-6507ce2460df,Language Specialist V3,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,ff2dc973-7591-42f6-887b-9417b5f8c4d2,ordinal,3.0,0.8156680163951291,0.8156680163951291,[],,,0.8156680163951291,17.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-2.0391700409878233,Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0391700409878233
1,1,Language,7.0,,ordinal,4.0,-0.25,Inappropriate slang,68.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8614287c-a0ac-4122-8f05-6507ce2460df,Language Specialist V3,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,7e3fa8c4-0d22-4847-b30c-238bb7ce45a7,ordinal,4.0,0.6380281961582359,0.6380281961582359,[],,,0.6380281961582359,17.0,5.0,,How inappropriate is the slang?,Mildly inappropriate,True,-0.15950704903955898,Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15950704903955898
2,2,Language,8.0,,ordinal,5.0,0.0,Denigration,69.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8614287c-a0ac-4122-8f05-6507ce2460df,Language Specialist V3,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,45049e96-4f36-40cb-b6c5-7d0dc94e83ed,ordinal,5.0,0.7685226206969948,0.7685226206969948,[],,,0.7685226206969948,17.0,5.0,,Is the slang used to denigrate a group or perspective?,Not at all,True,0.0,Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,Language,10.0,,ordinal,4.0,-1.25,Other problematic tone,42.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,66a3d733-bbd2-49bb-82a3-ff3a7af11986,Language Specialist V3,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,1632486c-d4fb-449b-97e2-fae055d387f5,ordinal,4.0,0.8042896812540785,0.8042896812540785,[],,,0.8042896812540785,12.0,5.0,,How misleading or otherwise problematic is the colorful language?,Very Mildly,True,-1.0053621015675982,Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0053621015675982
4,4,Language,11.0,,ordinal,1.0,0.5,Well-balanced,72.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8614287c-a0ac-4122-8f05-6507ce2460df,Language Specialist V3,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,450384e6-f939-455f-838f-0b6de27a40bc,ordinal,1.0,0.8552778762416621,0.8552778762416621,[],,,0.8552778762416621,17.0,4.0,,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.42763893812083104,Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42763893812083104
5,5,Language,11.0,,ordinal,1.0,0.5,Well-balanced,16.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2633533d-4af6-441f-985f-2bd7b5433549,Language Specialist V3,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,450384e6-f939-455f-838f-0b6de27a40bc,ordinal,1.0,0.8850613667171369,0.8850613667171369,[],,,0.8850613667171369,12.0,4.0,,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.4425306833585684,Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4425306833585684
6,6,Language,11.0,,ordinal,1.0,0.5,Well-balanced,43.0,1737.0,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,66a3d733-bbd2-49bb-82a3-ff3a7af11986,Language Specialist V3,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,450384e6-f939-455f-838f-0b6de27a40bc,ordinal,1.0,0.7486031194916987,0.7486031194916987,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056, 2057, 2058, 2059, 2060, 2061, 2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079, 2080, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 2088, 2089, 2090, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162, 2163, 2164, 2165, 2166, 2167, 2168, 2169, 2170, 2171, 2172, 2173, 2174, 2175]",0.34942769058969025,0.34942769058969025,0.5490154050406945,17.0,4.0,The scans also showed that the changes were more dramatic in the astronauts who spent months aboard the ISS as opposed to those who only had brief trips aboard the shuttle,"Does the bolded passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.27450770252034723,Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27450770252034723
