schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q1.A10,T1.Q1.A11,T1.Q1.A12,T1.Q1.A13,T1.Q2,T1.Q3,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q7,T1.Q9,T1.Q10,T1.Q11,T1.Q12.A1,T1.Q12.A2,T1.Q12.A3,T1.Q12.A4,T1.Q13,T1.Q15
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,834b7e3e-e39d-477d-b732-2bbef9acacac,566f0fa0-7d81-4f43-9c3f-dca97642bd5f,2018-08-28 20:57:50.569033,2018-08-28 21:13:13.758340,923.189307,"T1.Q1, T1.Q3, T1.Q12, T1.Q15",0,1,0,0,0,0,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,0,1,0,0,,2
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,3f3cc2fa-a5db-4e1e-9ad2-1548a374d555,8f5ca426-1f9e-4999-b229-0f567b6a5a84,2018-08-28 23:08:40.339382,2018-08-28 23:14:09.383545,329.044163,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,6ab35d6e-4145-4c13-9fa0-cbb5cfd2e93b,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2018-08-31 13:01:20.878229,2018-08-31 13:07:01.962417,341.084188,"T1.Q1, T1.Q12, T1.Q13, T1.Q15",0,0,0,0,1,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,Not at all,7
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,e0968d55-a3e7-410a-b5a7-54bcef14ed4a,06e1eba7-c695-4495-85a7-2fb33ef9412c,2018-09-02 14:56:25.277907,2018-09-02 15:02:39.275183,373.997276,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0,1,0,0,,7
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,fa19112b-52d5-4053-81e1-30b3fe02ace4,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2018-09-03 19:15:34.944085,2018-09-03 19:27:56.058014,741.113929,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,1,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,6f08a628-4f45-4349-b755-e48b3e932529,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2018-09-04 16:56:21.093792,2018-09-04 17:27:44.125812,1883.03202,"T1.Q1, T1.Q3, T1.Q12, T1.Q15",0,1,0,0,0,0,0,0,0,0,0,0,0,,Minor misrepresentation,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,3
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,9c3edaa3-9a71-4c1f-ac4b-350653a26b8c,47f10cb0-4a56-4b77-ba40-5414b1332642,2019-02-17 03:50:59.224333,2019-02-17 04:02:31.224963,692.00063,"T1.Q1, T1.Q3, T1.Q12, T1.Q15",0,1,0,0,1,0,0,0,0,0,0,0,0,,Minor misrepresentation,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,8
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,cc0fada0-e51a-455d-bf78-e802fae0ef96,80f1eda5-ad01-4955-9f64-2dc67579ee89,2019-02-18 04:50:32.449818,2019-02-18 04:52:15.092998,102.64318,"T1.Q1, T1.Q3, T1.Q12, T1.Q15",0,1,0,0,1,0,0,0,0,0,1,0,0,,Minor misrepresentation,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,3018053c-53a0-4420-94d7-be9b5d59a3f2,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-01 21:11:55.158865,2019-03-01 21:18:16.474319,381.315454,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,1,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,7
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,320d4bc2-2756-4690-95e5-4c6b5190e1e5,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,2019-03-01 21:11:15.753825,2019-03-01 21:19:27.604502,491.850677,"T1.Q1, T1.Q3, T1.Q12, T1.Q15",0,1,0,0,0,0,0,0,0,0,1,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,8
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,755877c4-7dc1-401e-894a-04b9d70e70e7,https://pe.goodlylabs.org/project/DemoLang/task/1248,17,17,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,e296c5d1-20bf-4076-9592-b886343b8ef7,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-02 19:22:49.357155,2019-03-02 19:23:45.925878,56.568723,"T1.Q1, T1.Q3, T1.Q12, T1.Q15",0,1,0,0,1,0,0,0,0,0,0,0,0,,Minor misrepresentation,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,8
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,91d02c42-953c-469c-b668-64ce9516c534,e1ae8875-a398-4dde-8f4e-4b21109784e3,2018-08-29 18:32:08.468938,2018-08-29 18:34:11.031545,122.562607,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,7
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7c1ae558-7634-406d-8845-bc66796a895c,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-26 23:05:27.252844,2018-08-26 23:07:48.397990,141.145146,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,10: 100% certain about all my answers
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,01d7449d-537f-4ce0-b71a-f5b17a671724,e4a2f20b-0ee3-4d4c-a622-e392d1150ec8,2018-08-27 05:07:25.751275,2018-08-27 05:08:41.224634,75.473359,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,10: 100% certain about all my answers
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d35b8dca-3b56-40b0-8730-ce62f2fcca0d,789ee4ea-ea9b-4fa4-b25c-8fd978f82877,2018-08-27 19:30:18.442204,2018-08-27 19:32:46.769242,148.327038,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,9
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,126a1de1-5415-46b5-aded-c6ed0b06c86e,4d73af15-21ec-432e-9ca0-cb19c21a62a3,2018-08-28 20:16:45.404311,2018-08-28 20:19:33.953609,168.549298,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,7
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6128f21a-bc9e-4ef8-8241-2d29e36f45a1,6ac98bad-9204-48e3-8c52-e0911a795664,2018-08-28 20:40:19.055481,2018-08-28 20:58:32.589941,1093.53446,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,0,0,1,0,,9
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,dd217ec4-3832-4a21-8cfa-6f7521ba4c03,566f0fa0-7d81-4f43-9c3f-dca97642bd5f,2018-08-28 21:09:29.267099,2018-08-28 21:14:24.983452,295.716353,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,0,0,1,0,,8
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7850a2ba-6ae3-44a0-a781-f8bf5a9311d4,8f5ca426-1f9e-4999-b229-0f567b6a5a84,2018-08-28 23:13:32.264887,2018-08-28 23:14:58.480542,86.215655,"T1.Q1, T1.Q11, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,Not at all,1,0,0,0,,8
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,0a16e62a-62b8-41c0-8a3e-e6aee9e9a5f0,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2018-08-31 13:10:39.970604,2018-08-31 13:11:31.541019,51.570415,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,0,1,0,0,,6
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,109acb9f-02cd-41a8-9a98-b96764882784,06e1eba7-c695-4495-85a7-2fb33ef9412c,2018-09-02 15:00:54.693807,2018-09-02 15:03:37.914938,163.221131,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,0,0,1,0,,9
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,9cc402f5-a035-4aa7-a35a-6b05c36aa0aa,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2018-09-03 19:24:55.086328,2018-09-03 19:30:04.546303,309.459975,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6ed8e8b1-39f1-4d0a-80b6-d837bc30d34b,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2018-09-03 19:34:50.912898,2018-09-03 19:35:09.409857,18.496959,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,6
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e119b0e4-4bc0-42bd-88a5-cb0789641cf6,47f10cb0-4a56-4b77-ba40-5414b1332642,2019-02-17 03:52:27.518265,2019-02-17 04:07:20.178045,892.65978,"T1.Q1, T1.Q12, T1.Q13, T1.Q15",0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,Very Mildly,8
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,40edd6b1-c17a-4904-9b4c-9b7251ac9b15,80f1eda5-ad01-4955-9f64-2dc67579ee89,2019-02-18 04:50:33.071619,2019-02-18 04:53:12.564775,159.493156,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,0,1,0,0,,5: 50-50
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,205455f4-041a-4927-9300-015b6454b651,b359f9af-81af-4246-96d3-ee2c770022bb,2019-03-01 21:11:55.280024,2019-03-01 21:22:52.873365,657.593341,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,,,,0,1,0,0,,6
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,aff25f86-1dbd-4a5c-b10d-7b8d5de5c6ac,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,2019-03-01 21:11:15.875551,2019-03-01 21:23:37.778558,741.903007,"T1.Q1, T1.Q12, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,,,,0,1,0,0,,8
LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,f108dd02-4869-4485-96c6-6b7ab391c281,https://pe.goodlylabs.org/project/DemoLang/task/1249,17,17,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b4bc7815-0720-4805-84e5-494cf53191b8,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-02 19:22:49.444975,2019-03-02 19:24:40.700990,111.256015,"T1.Q1, T1.Q3, T1.Q12, T1.Q15",0,1,0,0,0,0,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,1,0,0,0,,9
